system:index,Area_km2,BareLand,Builtup,Cropland,District,Grassland,Grid_ID,Mangroves,MossLichen,Shrubland,SnowIce,TreeCover,Water,Wetland,.geo
"00010000000000001803_1862,607",20.043918256707133,0.7428656439516607,4.097396539804517,69.59205222672405,Deoria,1.9270628593431476,GRID_000044,0,0,0,0,6.521180351970345,17.11453299612334,0.004909382082943199,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9310000.0,3035000.0],[9315000.0,3035000.0],[9315000.0,3040000.0],[9310000.0,3040000.0],[9310000.0,3035000.0]]]}"
"00010000000000001803_1863,607",20.043918256708167,0.20662985359364994,4.531011367713591,80.97146257580664,Deoria,1.665887232981244,GRID_000045,0,0,0.0013389223862572289,0,9.1678868654339,3.4557831820847116,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9315000.0,3035000.0],[9320000.0,3035000.0],[9320000.0,3040000.0],[9315000.0,3040000.0],[9315000.0,3035000.0]]]}"
"00010000000000001803_1864,607",20.04391825670839,0.09863394912094921,4.058434773477085,86.4169229288271,Deoria,0.6548118070201531,GRID_000046,0,0,0,0,8.767626081858037,4.4630746208574305E-4,0.003124152234600201,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9320000.0,3035000.0],[9325000.0,3035000.0],[9325000.0,3040000.0],[9320000.0,3040000.0],[9320000.0,3035000.0]]]}"
"00010000000000001803_1865,607",20.043918256709183,0.05177166560194614,2.872902136150023,88.4475571229796,Deoria,0.8923068845113793,GRID_000047,0,0,0,0,7.726536041515334,0.008926149241714853,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9325000.0,3035000.0],[9330000.0,3035000.0],[9330000.0,3040000.0],[9325000.0,3040000.0],[9325000.0,3035000.0]]]}"
"00010000000000001803_1866,607",20.043918256708604,0.07988903571334806,4.5244217693027995,85.65891783567133,Deoria,0.8407802504572459,GRID_000048,0,0,0,0,8.826813452231983,0.06828504169911873,8.926149241714866E-4,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9330000.0,3035000.0],[9335000.0,3035000.0],[9335000.0,3040000.0],[9330000.0,3040000.0],[9330000.0,3035000.0]]]}"
"00010000000000001803_1867,607",20.043918256708462,0.08836362681695263,4.637173036028395,84.63450569260792,Deoria,1.3494097365035747,GRID_000049,0,0,4.463074620857432E-4,0,9.2655564403917,0.024545160189374367,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9335000.0,3035000.0],[9340000.0,3035000.0],[9340000.0,3040000.0],[9335000.0,3040000.0],[9335000.0,3035000.0]]]}"
"00010000000000001803_1868,607",20.04391825670765,0.28872417323730387,12.94099465306158,66.41828635436818,Deoria,3.446172694734445,GRID_000050,0,0,8.926149241714858E-4,0,15.706825003719196,1.1138154037332286,0.08428910222191091,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9340000.0,3035000.0],[9345000.0,3035000.0],[9345000.0,3040000.0],[9340000.0,3040000.0],[9340000.0,3035000.0]]]}"
"00010000000000001803_1869,607",20.043918256713763,0.8886839180544486,5.3499208023032985,65.77618293355266,Deoria,7.476791136858879,GRID_000051,0,0,0,0,16.51093978349715,3.8554926446780007,0.1419887810555608,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3035000.0],[9350000.0,3035000.0],[9350000.0,3040000.0],[9345000.0,3040000.0],[9345000.0,3035000.0]]]}"
"00010000000000001803_1870,607",20.043918256713454,0.23400512816025024,10.05930288524645,73.30035092018102,Deoria,2.7987240857260365,GRID_000052,0,0,0,0,13.155227485538749,0.2247726894837707,0.2276168056637288,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3035000.0],[9355000.0,3035000.0],[9355000.0,3040000.0],[9350000.0,3040000.0],[9350000.0,3035000.0]]]}"
"00010000000000001803_1871,607",20.043918256702376,0.0433653332866608,4.389932703835635,82.30384962063863,Deoria,0.7592845078803918,GRID_000053,0,0,0.0022315373104287253,0,12.335756228614457,0.00714091939337192,0.15843914904043946,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9355000.0,3035000.0],[9360000.0,3035000.0],[9360000.0,3040000.0],[9355000.0,3040000.0],[9355000.0,3035000.0]]]}"
"00010000000000001803_1872,607",20.043918256714118,0.013389223862572276,5.113796151254463,75.04830096874983,Deoria,1.4650663772960737,GRID_000054,0,0,0,0,18.32552791171855,0.01383553132465802,0.020083835793858414,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9360000.0,3035000.0],[9365000.0,3035000.0],[9365000.0,3040000.0],[9360000.0,3040000.0],[9360000.0,3035000.0]]]}"
"00010000000000001803_1873,607",20.04391825670254,0.0026778447725144643,7.318192717312369,72.33338467327658,Deoria,0.7126777572612477,GRID_000055,0,0,0,0,19.625926087983913,0,0.0071409193933719035,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9365000.0,3035000.0],[9370000.0,3035000.0],[9370000.0,3040000.0],[9365000.0,3040000.0],[9365000.0,3035000.0]]]}"
"00010000000000001803_1874,607",20.04391825671359,0.10421016705900868,6.6971270051019065,65.42057564911488,Deoria,1.2779375344575592,GRID_000056,0,0,8.926149241714858E-4,0,26.471585966693162,0.003570459696685943,0.024100602952630116,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9370000.0,3035000.0],[9375000.0,3035000.0],[9375000.0,3040000.0],[9370000.0,3040000.0],[9370000.0,3035000.0]]]}"
