system:index,Area_km2,BareLand,Builtup,Cropland,District,Grassland,Grid_ID,Mangroves,MossLichen,Shrubland,SnowIce,TreeCover,Water,Wetland,.geo
"00010000000000001803_1869,604",20.085658781390997,3.864861861993024,7.793164575913251,84.00060794715782,Deoria,0.18176368609491633,GRID_000015,0,0,4.4568343273559497E-4,0,4.159156245408257,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3020000.0],[9350000.0,3020000.0],[9350000.0,3025000.0],[9345000.0,3025000.0],[9345000.0,3020000.0]]]}"
"00010000000000001803_1870,604",20.0856587813917,4.295662963631589,5.026316383258328,84.16512106273859,Deoria,0.7830308357530898,GRID_000016,0,0,4.456834327355957E-4,0,4.6944377781272255,0.9935367338140344,0.0414485592444104,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3020000.0],[9355000.0,3020000.0],[9355000.0,3025000.0],[9350000.0,3025000.0],[9350000.0,3020000.0]]]}"
"00010000000000001803_1861,605",20.071755470513235,9.96166551540215,3.2284365245219306,49.8422551959919,Deoria,0.3282118093505994,GRID_000017,0,0,0.012486119247685081,0,2.5701679680327336,34.05677686745301,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9305000.0,3025000.0],[9310000.0,3025000.0],[9310000.0,3030000.0],[9305000.0,3030000.0],[9305000.0,3025000.0]]]}"
"00010000000000001803_1862,605",20.071755470507906,15.621901422613155,0.8607343027271834,73.4146650694694,Deoria,0.24436244720942185,GRID_000018,0,0,0.0013377984908233994,0,2.580571318649606,7.276427640840434,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9310000.0,3025000.0],[9315000.0,3025000.0],[9315000.0,3030000.0],[9310000.0,3030000.0],[9310000.0,3025000.0]]]}"
"00010000000000001803_1863,605",20.07175547050737,9.403198475084597,2.3080014339800776,83.9265574859881,Deoria,0.04169384525256404,GRID_000019,0,0,0,0,4.320548759694669,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9315000.0,3025000.0],[9320000.0,3025000.0],[9320000.0,3030000.0],[9315000.0,3030000.0],[9315000.0,3025000.0]]]}"
"00010000000000001803_1864,605",20.07175547050737,21.470338471761917,0.1601528412916309,53.83879615623387,Deoria,2.098360541065163,GRID_000020,0,0,0,0,0.7499278638068654,21.682424125840562,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9320000.0,3025000.0],[9325000.0,3025000.0],[9325000.0,3030000.0],[9320000.0,3030000.0],[9320000.0,3025000.0]]]}"
"00010000000000001803_1865,605",20.07175547050694,13.22647092255638,0.5688633959096604,60.06562382505426,Deoria,1.3346472321561316,GRID_000021,0,0,0,0,0.5036837549293076,24.300710869394266,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9325000.0,3025000.0],[9330000.0,3025000.0],[9330000.0,3030000.0],[9325000.0,3030000.0],[9325000.0,3025000.0]]]}"
"00010000000000001803_1866,605",20.071755470507338,5.394297306041083,2.9909501866797203,89.6776884940586,Deoria,0.11148320756861668,GRID_000022,0,0,0,0,1.8255808056519778,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9330000.0,3025000.0],[9335000.0,3025000.0],[9335000.0,3030000.0],[9330000.0,3030000.0],[9330000.0,3025000.0]]]}"
"00010000000000001803_1867,605",20.07175547050791,2.7161768692017816,4.623431584285701,89.20226638803149,Deoria,0.08569779744156981,GRID_000023,0,0,0.003343621848959932,0,3.369083739190503,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9335000.0,3025000.0],[9340000.0,3025000.0],[9340000.0,3030000.0],[9335000.0,3030000.0],[9335000.0,3025000.0]]]}"
"00010000000000001803_1868,605",20.071755470506748,2.8055348133639773,4.850635235688601,87.68149378754366,Deoria,0.23938723582851623,GRID_000024,0,0,0,0,4.422948927575254,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9340000.0,3025000.0],[9345000.0,3025000.0],[9345000.0,3030000.0],[9340000.0,3030000.0],[9340000.0,3025000.0]]]}"
"00010000000000001803_1869,605",20.071755470512073,3.9138003095298526,5.343777488261477,86.29100702125612,Deoria,0.12218384673900666,GRID_000025,0,0,0,0,4.2863430884783265,0.04288824573522074,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3025000.0],[9350000.0,3025000.0],[9350000.0,3030000.0],[9345000.0,3030000.0],[9345000.0,3025000.0]]]}"
"00010000000000001803_1870,605",20.071755470511906,5.875451834882451,3.5245796427291096,83.69416877246056,Deoria,1.1705684332018864,GRID_000026,0,0,0,0,5.212237795867701,0.43826628310614124,0.08472723775214887,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3025000.0],[9355000.0,3025000.0],[9355000.0,3030000.0],[9350000.0,3030000.0],[9350000.0,3025000.0]]]}"
"00010000000000001803_1871,605",20.07175547050103,4.072697543871915,3.7492895677949023,88.05561044706954,Deoria,0.04414735019717215,GRID_000027,0,0,0,0,4.078032999029438,0,2.2209203703865569E-4,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9355000.0,3025000.0],[9360000.0,3025000.0],[9360000.0,3030000.0],[9355000.0,3030000.0],[9355000.0,3025000.0]]]}"
"00010000000000001803_1872,605",20.07175547051305,6.073181949338546,3.8986333470319345,86.06762964841253,Deoria,0.21092622871982325,GRID_000028,0,0,0,0,3.7077111404513605,0.041917686045799964,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9360000.0,3025000.0],[9365000.0,3025000.0],[9365000.0,3030000.0],[9360000.0,3030000.0],[9360000.0,3025000.0]]]}"
"00010000000000001803_1873,605",20.07175547050175,8.109265784710619,11.20729231334213,69.32389762781226,Deoria,0.3366740405886309,GRID_000029,0,0,0.0107023879265872,0,10.998789860711543,0,0.013377984908234,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9365000.0,3025000.0],[9370000.0,3025000.0],[9370000.0,3030000.0],[9365000.0,3030000.0],[9365000.0,3025000.0]]]}"
"00010000000000001803_1861,606",20.057841946173227,4.782862640486299,0.38472383784493014,84.90491100712816,Deoria,0.24533170070407187,GRID_000030,0,0,0,0,0.2296059824200818,9.452564831416458,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9305000.0,3030000.0],[9310000.0,3030000.0],[9310000.0,3035000.0],[9305000.0,3035000.0],[9305000.0,3030000.0]]]}"
"00010000000000001803_1862,606",20.057841946167667,12.380452179997352,0.11658547251497786,50.39265841605792,Deoria,0.5865657935015521,GRID_000031,0,0,0,0,0.011151440941094147,36.5125866969871,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9310000.0,3030000.0],[9315000.0,3030000.0],[9315000.0,3035000.0],[9310000.0,3035000.0],[9310000.0,3030000.0]]]}"
"00010000000000001803_1863,606",20.057841946166736,9.655918135304127,4.625131412078528,57.246521187737784,Deoria,0.45222897625398883,GRID_000032,0,0,0.002230288188218823,0,1.8280194166265744,26.189950583810766,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9315000.0,3030000.0],[9320000.0,3030000.0],[9320000.0,3035000.0],[9315000.0,3035000.0],[9315000.0,3030000.0]]]}"
"00010000000000001803_1864,606",20.057841946166107,19.79766650631923,3.648788210084409,48.43195347006584,Deoria,1.9159749857873862,GRID_000033,0,0,0.0022302881882188385,0,4.11193597760967,22.09145056194523,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9320000.0,3030000.0],[9325000.0,3030000.0],[9325000.0,3035000.0],[9320000.0,3035000.0],[9320000.0,3030000.0]]]}"
"00010000000000001803_1865,606",20.057841946167322,2.970757860672574,3.972528097258046,88.32786285914203,Deoria,0.25714435649626016,GRID_000034,0,0,0.001338172912931294,0,3.106067258494764,1.3643013950233918,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9325000.0,3030000.0],[9330000.0,3030000.0],[9330000.0,3035000.0],[9325000.0,3035000.0],[9325000.0,3030000.0]]]}"
"00010000000000001803_1866,606",20.057841946166693,3.03028294048192,3.841276949315607,89.419666768706,Deoria,0.24603664669611236,GRID_000035,0,0,0,0,3.462736694800369,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9330000.0,3030000.0],[9335000.0,3030000.0],[9335000.0,3035000.0],[9330000.0,3035000.0],[9330000.0,3030000.0]]]}"
"00010000000000001803_1867,606",20.05784194616672,1.974620195040885,2.2385551231031595,90.14521712511481,Deoria,0.3097844054751385,GRID_000036,0,0,0,0,5.331823151266013,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9335000.0,3030000.0],[9340000.0,3030000.0],[9340000.0,3035000.0],[9335000.0,3035000.0],[9335000.0,3030000.0]]]}"
"00010000000000001803_1868,606",20.0578419461671,5.099533826037521,6.539421874316702,81.6505969300739,Deoria,0.31084094984038124,GRID_000037,0,0,0.01025932566580662,0,6.3643678663576315,0.024979227708050895,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9340000.0,3030000.0],[9345000.0,3030000.0],[9345000.0,3035000.0],[9340000.0,3035000.0],[9340000.0,3030000.0]]]}"
"00010000000000001803_1869,606",20.05784194617365,5.740277255433595,4.446423229982071,82.42783224734333,Deoria,0.8633506800192419,GRID_000038,0,0,0,0,6.246452967157913,0.27566362006384754,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3030000.0],[9350000.0,3030000.0],[9350000.0,3035000.0],[9345000.0,3035000.0],[9345000.0,3030000.0]]]}"
"00010000000000001803_1870,606",20.057841946173227,7.060200288625531,4.195049634844973,83.30732846459964,Deoria,0.5327397559802334,GRID_000039,0,0,8.921152752875322E-4,0,4.903789740674333,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3030000.0],[9355000.0,3030000.0],[9355000.0,3035000.0],[9350000.0,3035000.0],[9350000.0,3030000.0]]]}"
"00010000000000001803_1871,606",20.05784194616172,7.758416932697765,6.347938951327232,80.3945878339966,Deoria,0.1904666112738879,GRID_000040,0,0,0,0,5.269782656229497,0.02988586172213229,0.00892115275287531,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9355000.0,3030000.0],[9360000.0,3030000.0],[9360000.0,3035000.0],[9355000.0,3035000.0],[9355000.0,3030000.0]]]}"
"00010000000000001803_1872,606",20.05784194617359,6.073865395548186,5.50196877596538,77.29327852363663,Deoria,0.1855599772598072,GRID_000041,0,0,0,0,10.945327327589997,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9360000.0,3030000.0],[9365000.0,3030000.0],[9365000.0,3035000.0],[9360000.0,3035000.0],[9360000.0,3030000.0]]]}"
"00010000000000001803_1873,606",20.05784194616161,9.695419600297358,4.936890715878775,73.91441290943284,Deoria,0.11329863996151657,GRID_000042,0,0,0,0,11.337301788603654,0,0.0026763458258625963,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9365000.0,3030000.0],[9370000.0,3030000.0],[9370000.0,3035000.0],[9365000.0,3035000.0],[9365000.0,3030000.0]]]}"
"00010000000000001803_1861,607",20.04391825671256,2.5738131284402885,2.715177079048929,86.59255629162254,Deoria,1.1531114631008736,GRID_000043,0,0,0.0017852298483429737,0,0.8288174602480065,6.128937350683902,0.0058019970071146645,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9305000.0,3035000.0],[9310000.0,3035000.0],[9310000.0,3040000.0],[9305000.0,3040000.0],[9305000.0,3035000.0]]]}"
"00010000000000001803_1862,607",20.043918256707133,3.006295560553432,3.230506427702578,75.30051194091232,Deoria,0.6745175941402478,GRID_000044,0,0,0.004909382082943195,0,2.412055552152347,15.370757234994056,4.46307462085745E-4,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9310000.0,3035000.0],[9315000.0,3035000.0],[9315000.0,3040000.0],[9310000.0,3040000.0],[9310000.0,3035000.0]]]}"
"00010000000000001803_1863,607",20.043918256708167,2.776361456537523,3.210391087852555,86.7527159121737,Deoria,0.02767106264931602,GRID_000045,0,0,0.003124152234600196,0,3.9502708473715904,3.279465481180717,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9315000.0,3035000.0],[9320000.0,3035000.0],[9320000.0,3040000.0],[9315000.0,3040000.0],[9315000.0,3035000.0]]]}"
"00010000000000001803_1864,607",20.04391825670839,2.066195272641354,2.887691540285813,91.38024170611968,Deoria,0.04998643575360325,GRID_000046,0,0,0,0,3.615885045199568,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9320000.0,3035000.0],[9325000.0,3035000.0],[9325000.0,3040000.0],[9320000.0,3040000.0],[9320000.0,3035000.0]]]}"
"00010000000000001803_1865,607",20.043918256709183,2.4242388707546048,2.2729371406568553,91.38640950022318,Deoria,0.07007027154746161,GRID_000047,0,0,0,0,3.8463442168179123,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9325000.0,3035000.0],[9330000.0,3035000.0],[9330000.0,3040000.0],[9325000.0,3040000.0],[9325000.0,3035000.0]]]}"
"00010000000000001803_1866,607",20.043918256708604,2.756414138320309,3.3860559547041693,89.833312038925,Deoria,0.13965748090066585,GRID_000048,0,0,0,0,3.884560387149844,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9330000.0,3035000.0],[9335000.0,3035000.0],[9335000.0,3040000.0],[9330000.0,3040000.0],[9330000.0,3035000.0]]]}"
"00010000000000001803_1867,607",20.043918256708462,3.542858643050293,3.8267906993025376,88.13364020617655,Deoria,0.07646384472000764,GRID_000049,0,0,0,0,4.42024660675062,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9335000.0,3035000.0],[9340000.0,3035000.0],[9340000.0,3040000.0],[9335000.0,3040000.0],[9335000.0,3035000.0]]]}"
"00010000000000001803_1868,607",20.04391825670765,7.0164311155061245,12.034029631315041,74.02134574826509,Deoria,0.7276946906914259,GRID_000050,0,0,0.008479841779629124,0,6.190680050056447,4.4630746208574343E-4,8.926149241714869E-4,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9340000.0,3035000.0],[9345000.0,3035000.0],[9345000.0,3040000.0],[9340000.0,3040000.0],[9340000.0,3035000.0]]]}"
"00010000000000001803_1869,607",20.043918256713763,11.114258210744634,4.922918325734436,75.23284122830816,Deoria,1.2434966001872712,GRID_000051,0,0,0,0,7.333633205275171,0.14526520289487244,0.007587226855457625,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9345000.0,3035000.0],[9350000.0,3035000.0],[9350000.0,3040000.0],[9345000.0,3040000.0],[9345000.0,3035000.0]]]}"
"00010000000000001803_1870,607",20.043918256713454,6.166903238791995,10.550676899650794,77.54927496915232,Deoria,0.6665575692870446,GRID_000052,0,0,0,0,4.960670686350861,0.05154063585686648,0.05437600091011709,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9350000.0,3035000.0],[9355000.0,3035000.0],[9355000.0,3040000.0],[9350000.0,3040000.0],[9350000.0,3035000.0]]]}"
"00010000000000001803_1871,607",20.043918256702376,6.052357991091374,4.462484794917355,84.67505491332005,Deoria,0.4666118262726331,GRID_000053,0,0,0,0,4.321101591829959,0,0.022388882568630735,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9355000.0,3035000.0],[9360000.0,3035000.0],[9360000.0,3040000.0],[9355000.0,3040000.0],[9355000.0,3035000.0]]]}"
"00010000000000001803_1872,607",20.043918256714118,7.2846216450367995,4.54686490885701,81.16451943187685,Deoria,0.2173517340357569,GRID_000054,0,0,0,0,6.647840659484909,0.08167426556169098,0.05712735514697511,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9360000.0,3035000.0],[9365000.0,3035000.0],[9365000.0,3040000.0],[9360000.0,3040000.0],[9360000.0,3035000.0]]]}"
"00010000000000001803_1873,607",20.04391825670254,10.31201617208218,6.819304985516898,74.93299962370152,Deoria,0.08256688048586265,GRID_000055,0,0,0,0,7.853112338213554,0,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9365000.0,3035000.0],[9370000.0,3035000.0],[9370000.0,3040000.0],[9365000.0,3040000.0],[9365000.0,3035000.0]]]}"
"00010000000000001803_1874,607",20.04391825671359,7.145461228133095,5.7064399541440745,75.90179660631313,Deoria,0.30532681082689245,GRID_000056,0,0,0.005355689545028896,0,10.906163418540132,0,0.02945629249765893,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9370000.0,3035000.0],[9375000.0,3035000.0],[9375000.0,3040000.0],[9370000.0,3040000.0],[9370000.0,3035000.0]]]}"
"00010000000000001803_1859,608",20.029984450422738,1.9873668734849539,1.7176869021886487,93.1381277839522,Deoria,0.12533888738174997,GRID_000057,0,0,0,0,0.7807090162858449,2.2507705367065944,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9295000.0,3040000.0],[9300000.0,3040000.0],[9300000.0,3045000.0],[9295000.0,3045000.0],[9295000.0,3040000.0]]]}"
"00010000000000001803_1860,608",20.029984450422877,2.641485591269875,2.518063200637079,90.10056969834866,Deoria,0.3106299936116775,GRID_000058,0,0,0,0,1.1606741868015504,3.2560807203927498,0.012496608938400818,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9300000.0,3040000.0],[9305000.0,3040000.0],[9305000.0,3045000.0],[9300000.0,3045000.0],[9300000.0,3040000.0]]]}"
"00010000000000001803_1861,608",20.029984450428834,3.615536750356601,3.661810958160859,80.57412641877643,Deoria,0.17636495698821203,GRID_000059,0,0,0,0,1.3699311286328102,10.602229787085077,0,"{""geodesic"":false,""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:3857""}},""type"":""Polygon"",""coordinates"":[[[9305000.0,3040000.0],[9310000.0,3040000.0],[9310000.0,3045000.0],[9305000.0,3045000.0],[9305000.0,3040000.0]]]}"
