rank,model,accuracy,precision,recall,f1_score,roc_auc,train_time_sec,predict_time_sec
1,logistic_regression,0.9933760211967322,0.9934149179380523,0.9933301605307707,0.9933651624995633,0.9999298643819986,0.5876371000194922,0.008544599986635149
2,xgboost,0.9708544932656216,0.9708013322158493,0.9707279263851855,0.9707528669038736,0.9982088099245608,1.9124901999603026,0.02509820001432672
3,random_forest,0.9573857363656436,0.9576904297219012,0.9572417769722626,0.957383564826186,0.9957374289132458,5.580221899959724,0.35913120000623167
4,gradient_boosting,0.9454625745197616,0.946253579236072,0.9453801314467473,0.9456307186543601,0.9947125802024624,44.00067530001979,0.0421098000369966
5,decision_tree,0.9220578494148819,0.9221415121364432,0.9218350388958068,0.9219259036544151,0.9414299798649237,0.8896894000354223,0.0047150999889709055
